Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Türkiye;2021-S1;0.2023;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2021-S2;0.1974;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2021-S2;0.1629;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2021-S2;0.1493;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2021-S2;0.1237;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2021-S2;0.1898;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2021-S2;0.1945;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2021-S2;0.1529;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2021-S2;0.2935;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Spain;2021-S2;0.1607;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
France;2021-S2;0.1385;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Croatia;2021-S2;0.1665;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Italy;2021-S2;0.1987;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Cyprus;2021-S2;0.2039;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Latvia;2021-S2;0.2088;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Lithuania;2021-S2;0.1706;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Luxembourg;2021-S2;0.1187;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Hungary;2021-S2;0.1236;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Malta;2021-S2;0.3345;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Netherlands;2021-S2;0.1451;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Austria;2021-S2;0.1288;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Poland;2021-S2;0.1867;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Portugal;2021-S2;0.19;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Romania;2021-S2;0.2422;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovenia;2021-S2;0.1285;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovakia;2021-S2;0.1328;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Finland;2021-S2;0.087;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Sweden;2021-S2;0.1037;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Iceland;2021-S2;0.0346;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Norway;2021-S2;0.098;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bosnia and Herzegovina;2021-S2;0.1235;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Montenegro;2021-S2;0.1629;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
North Macedonia;2021-S2;0.1698;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Albania;2021-S2;0.1476;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Serbia;2021-S2;0.1504;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Türkiye;2021-S2;0.182;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2022-S1;0.2537;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2022-S1;0.1626;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2022-S1;0.1766;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2022-S1;0.1898;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2022-S1;0.2045;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2022-S1;0.1914;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2022-S1;0.1635;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2022-S1;0.3494;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Spain;2022-S1;0.2116;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
France;2022-S1;0.1445;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Croatia;2022-S1;0.1716;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Italy;2022-S1;0.2677;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Cyprus;2022-S1;0.2226;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Latvia;2022-S1;0.1652;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Lithuania;2022-S1;0.169;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Luxembourg;2022-S1;0.1207;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Hungary;2022-S1;0.1127;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Malta;2022-S1;0.3429;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Netherlands;2022-S1;0.1634;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Austria;2022-S1;0.1335;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Poland;2022-S1;0.193;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Portugal;2022-S1;0.192;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Romania;2022-S1;0.3291;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovenia;2022-S1;0.1117;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovakia;2022-S1;0.149;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Finland;2022-S1;0.0899;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Sweden;2022-S1;0.0905;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Iceland;2022-S1;0.0357;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Norway;2022-S1;0.0772;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bosnia and Herzegovina;2022-S1;0.129;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Montenegro;2022-S1;0.1602;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
North Macedonia;2022-S1;0.1884;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Albania;2022-S1;0.1482;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Serbia;2022-S1;0.15;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Türkiye;2022-S1;0.3954;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2022-S2;0.3731;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2022-S2;0.1713;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2022-S2;0.193;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2022-S2;0.2807;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2022-S2;0.2223;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2022-S2;0.2089;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2022-S2;0.2227;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2022-S2;0.3691;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Spain;2022-S2;0.2388;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
France;2022-S2;0.1454;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Croatia;2022-S2;0.1907;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Italy;2022-S2;0.3312;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Cyprus;2022-S2;0.3186;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Latvia;2022-S2;0.2995;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Lithuania;2022-S2;0.2527;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Luxembourg;2022-S2;0.1205;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Hungary;2022-S2;0.1678;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Malta;2022-S2;0.3164;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Netherlands;2022-S2;0.2749;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Austria;2022-S2;0.1604;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Poland;2022-S2;0.2195;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Portugal;2022-S2;0.1948;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Romania;2022-S2;0.4276;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovenia;2022-S2;0.1668;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovakia;2022-S2;0.1587;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Finland;2022-S2;0.1103;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Sweden;2022-S2;0.1126;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Iceland;2022-S2;0.0372;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Norway;2022-S2;0.0898;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bosnia and Herzegovina;2022-S2;0.1284;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Montenegro;2022-S2;0.1746;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
North Macedonia;2022-S2;0.2472;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Albania;2022-S2;0.1482;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Serbia;2022-S2;0.1641;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Türkiye;2022-S2;0.2958;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2023-S1;0.3143;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2023-S1;0.1548;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2023-S1;0.2308;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2023-S1;0.2173;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2023-S1;0.2615;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2023-S1;0.1538;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2023-S1;0.2282;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2023-S1;0.3551;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Spain;2023-S1;0.2152;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
France;2023-S1;0.1561;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Croatia;2023-S1;0.2103;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Italy;2023-S1;0.3264;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Cyprus;2023-S1;0.3119;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
